<<<<<<< HEAD
﻿quotation_id,customer_id,inquiry_id,quotation_date,valid_until_date,status,total_amount,salesperson_id,remarks
QUO-202507203-002,CUST-CN00013,INQ-202507203-002,2027-03-01 00:00:00,2027-03-30 00:00:00,已发送,40428.000,SALES-001,决定个人那么论坛有关.
QUO-202507203-003,CUST-CN00018,INQ-202507203-003,2027-03-02 00:00:00,2027-03-31 00:00:00,草稿,59373.000,SALES-004,需要说明实现建设网站现在.
QUO-202507204-001,CUST-CN00016,INQ-202507204-001,2027-03-03 00:00:00,2027-04-01 00:00:00,已发送,31222.000,SALES-009,原因开发设计开发的是.
QUO-202507204-002,CUST-CN00012,INQ-202507204-002,2027-03-04 00:00:00,2027-04-02 00:00:00,草稿,44172.000,SALES-004,应用朋友美国然后为什回复国内合作.
QUO-202507204-003,CUST-CN00012,INQ-202507204-003,2027-03-05 00:00:00,2027-04-03 00:00:00,已发送,86254.000,SALES-004,处理音乐汽车认为音乐具有.
QUO-202507205-001,CUST-CN00016,INQ-202507205-001,2027-03-06 00:00:00,2027-04-04 00:00:00,草稿,50598.000,SALES-006,活动一样具有比较正在留言中国增加.
QUO-202507205-002,CUST-CN00002,INQ-202507205-002,2027-03-07 00:00:00,2027-04-05 00:00:00,已发送,42536.000,SALES-003,显示不断使用最大城市方面相关通过.
QUO-202507205-003,CUST-CN00018,INQ-202507205-003,2027-03-08 00:00:00,2027-04-06 00:00:00,草稿,25105.000,SALES-003,以后工作语言文章.
QUO-202507206-001,CUST-CN00009,INQ-202507206-001,2027-03-09 00:00:00,2027-04-07 00:00:00,草稿,45828.000,SALES-007,原因人员有限帖子大家可能.
QUO-202507206-002,CUST-CN00017,INQ-202507206-002,2027-03-10 00:00:00,2027-04-08 00:00:00,草稿,35464.000,SALES-007,图片谢谢登录公司一些现在由于.
QUO-202507206-003,CUST-CN00001,INQ-202507206-003,2027-03-11 00:00:00,2027-04-09 00:00:00,已发送,85632.000,SALES-003,注意过程其他作者一样电子密码.
QUO-202507207-001,CUST-CN00008,INQ-202507207-001,2027-03-12 00:00:00,2027-04-10 00:00:00,草稿,77892.000,SALES-007,准备基本他们状态本站系列关于.
QUO-202507207-002,CUST-CN00012,INQ-202507207-002,2027-03-13 00:00:00,2027-04-11 00:00:00,草稿,53962.000,SALES-007,欢迎他们参加分析.
QUO-202507207-003,CUST-CN00002,INQ-202507207-003,2027-03-14 00:00:00,2027-04-12 00:00:00,草稿,23430.000,SALES-008,两个有关之后软件.
QUO-202507208-001,CUST-CN00007,INQ-202507208-001,2027-03-15 00:00:00,2027-04-13 00:00:00,已发送,55542.000,SALES-009,项目深圳时间空间正在位置.
QUO-202507208-002,CUST-CN00013,INQ-202507208-002,2027-03-16 00:00:00,2027-04-14 00:00:00,草稿,21951.000,SALES-001,帮助本站有关基本标准项目只是.
QUO-202507208-003,CUST-CN00005,INQ-202507208-003,2027-03-17 00:00:00,2027-04-15 00:00:00,草稿,19406.000,SALES-006,应用之后出来这个所以类别.
QUO-202507209-001,CUST-CN00012,INQ-202507209-001,2027-03-18 00:00:00,2027-04-16 00:00:00,草稿,50256.000,SALES-007,免费怎么最后发表.
QUO-202507209-002,CUST-CN00002,INQ-202507209-002,2027-03-19 00:00:00,2027-04-17 00:00:00,已发送,67301.000,SALES-009,要求企业企业.
QUO-202507209-003,CUST-CN00020,INQ-202507209-003,2027-03-20 00:00:00,2027-04-18 00:00:00,已发送,61116.000,SALES-009,当前方面中国出现人民出现.
QUO-202507210-001,CUST-CN00013,INQ-202507210-001,2027-03-21 00:00:00,2027-04-19 00:00:00,草稿,89893.000,SALES-002,女人系列回复.
QUO-202507210-002,CUST-CN00005,INQ-202507210-002,2027-03-22 00:00:00,2027-04-20 00:00:00,草稿,75366.000,SALES-004,一次设备到了.
QUO-202507210-003,CUST-CN00006,INQ-202507210-003,2027-03-23 00:00:00,2027-04-21 00:00:00,草稿,28569.000,SALES-009,作为选择城市活动这么.
QUO-202507211-001,CUST-CN00019,INQ-202507211-001,2027-03-24 00:00:00,2027-04-22 00:00:00,草稿,74989.000,SALES-008,注意特别他的业务得到技术.
QUO-202507211-002,CUST-CN00010,INQ-202507211-002,2027-03-25 00:00:00,2027-04-23 00:00:00,已发送,47048.000,SALES-005,工具非常只是.
QUO-202507211-003,CUST-CN00008,INQ-202507211-003,2027-03-26 00:00:00,2027-04-24 00:00:00,草稿,35800.000,SALES-003,工作学生报告只有资源网上.
QUO-202507212-001,CUST-CN00012,INQ-202507212-001,2027-03-27 00:00:00,2027-04-25 00:00:00,已发送,33329.000,SALES-005,已经实现起来.
QUO-202507212-002,CUST-CN00004,INQ-202507212-002,2027-03-28 00:00:00,2027-04-26 00:00:00,草稿,42825.000,SALES-001,觉得经验图片社区游戏一种.
QUO-202507212-003,CUST-CN00006,INQ-202507212-003,2027-03-29 00:00:00,2027-04-27 00:00:00,已发送,25490.000,SALES-010,在线电子技术公司那个.
QUO-202507213-001,CUST-CN00019,INQ-202507213-001,2027-03-30 00:00:00,2027-04-28 00:00:00,草稿,23201.000,SALES-001,这样认为主题次数分析其实社会.
QUO-202507213-002,CUST-CN00015,INQ-202507213-002,2027-03-31 00:00:00,2027-04-29 00:00:00,已发送,43623.000,SALES-001,关于根据简介时候.
QUO-202507213-003,CUST-CN00003,INQ-202507213-003,2027-04-01 00:00:00,2027-04-30 00:00:00,已发送,19033.000,SALES-004,是一她的经营学习.
QUO-202507214-001,CUST-CN00002,INQ-202507214-001,2027-04-02 00:00:00,2027-05-01 00:00:00,草稿,39135.000,SALES-003,欢迎起来控制制作当前全国生产.
QUO-202507214-002,CUST-CN00019,INQ-202507214-002,2027-04-03 00:00:00,2027-05-02 00:00:00,已发送,64535.000,SALES-003,系列之间喜欢加入资源网络.
QUO-202507214-003,CUST-CN00019,INQ-202507214-003,2027-04-04 00:00:00,2027-05-03 00:00:00,已发送,15397.000,SALES-002,美国不断不断谢谢所有感觉正在一样.
QUO-202507215-001,CUST-CN00011,INQ-202507215-001,2027-04-05 00:00:00,2027-05-04 00:00:00,草稿,75041.000,SALES-006,觉得以后电子社区文章解决.
QUO-202507215-002,CUST-CN00013,INQ-202507215-002,2027-04-06 00:00:00,2027-05-05 00:00:00,已发送,44685.000,SALES-001,同时评论资料之后中国技术.
QUO-202507215-003,CUST-CN00008,INQ-202507215-003,2027-04-07 00:00:00,2027-05-06 00:00:00,草稿,78516.000,SALES-001,女人今年他们其他信息电脑活动.
QUO-202507216-001,CUST-CN00003,INQ-202507216-001,2027-04-08 00:00:00,2027-05-07 00:00:00,已发送,69278.000,SALES-008,只要得到作者评论.
QUO-202507216-002,CUST-CN00008,INQ-202507216-002,2027-04-09 00:00:00,2027-05-08 00:00:00,草稿,78461.000,SALES-008,事情活动希望由于更多使用.
QUO-202507216-003,CUST-CN00008,INQ-202507216-003,2027-04-10 00:00:00,2027-05-09 00:00:00,已发送,55784.000,SALES-009,如此质量帖子.
QUO-202507217-001,CUST-CN00011,INQ-202507217-001,2027-04-11 00:00:00,2027-05-10 00:00:00,已发送,40928.000,SALES-008,怎么管理你们一个信息.
QUO-202507217-002,CUST-CN00015,INQ-202507217-002,2027-04-12 00:00:00,2027-05-11 00:00:00,已发送,34291.000,SALES-002,就是销售软件.
QUO-202507217-003,CUST-CN00020,INQ-202507217-003,2027-04-13 00:00:00,2027-05-12 00:00:00,已发送,39939.000,SALES-005,次数实现城市精华等级这里电子.
QUO-202507218-001,CUST-CN00003,INQ-202507218-001,2027-04-14 00:00:00,2027-05-13 00:00:00,草稿,83203.000,SALES-002,来自谢谢历史主题.
QUO-202507218-002,CUST-CN00007,INQ-202507218-002,2027-04-15 00:00:00,2027-05-14 00:00:00,已发送,82711.000,SALES-007,生活结果点击回复内容联系只是.
QUO-202507218-003,CUST-CN00015,INQ-202507218-003,2027-04-16 00:00:00,2027-05-15 00:00:00,已发送,25896.000,SALES-008,首页一次现在电影类别正在推荐学习.
QUO-202507219-001,CUST-CN00013,INQ-202507219-001,2027-04-17 00:00:00,2027-05-16 00:00:00,草稿,30949.000,SALES-004,管理投资管理然后程序浏览首页.
QUO-202507219-002,CUST-CN00018,INQ-202507219-002,2027-04-18 00:00:00,2027-05-17 00:00:00,草稿,48506.000,SALES-008,日期研究具有论坛上海.
QUO-202507219-003,CUST-CN00006,INQ-202507219-003,2027-04-19 00:00:00,2027-05-18 00:00:00,草稿,56466.000,SALES-007,还是还有不能结果制作其实.
QUO-202507220-001,CUST-CN00020,INQ-202507220-001,2027-04-20 00:00:00,2027-05-19 00:00:00,已发送,58357.000,SALES-007,不能网上不过.
QUO-202507220-002,CUST-CN00010,INQ-202507220-002,2027-04-21 00:00:00,2027-05-20 00:00:00,已发送,41623.000,SALES-006,主要文化这种为什认为.
QUO-202507220-003,CUST-CN00017,INQ-202507220-003,2027-04-22 00:00:00,2027-05-21 00:00:00,草稿,76063.000,SALES-005,一次喜欢谢谢帮助出现成功地方.
QUO-202507221-001,CUST-CN00015,INQ-202507221-001,2027-04-23 00:00:00,2027-05-22 00:00:00,已发送,43192.000,SALES-006,结果点击觉得资料完成.
QUO-202507221-002,CUST-CN00012,INQ-202507221-002,2027-04-24 00:00:00,2027-05-23 00:00:00,已发送,53267.000,SALES-009,过程认为功能处理国际电脑.
QUO-202507221-003,CUST-CN00020,INQ-202507221-003,2027-04-25 00:00:00,2027-05-24 00:00:00,草稿,60673.000,SALES-008,不过世界经济这种都是法律评论得到.
QUO-202507222-001,CUST-CN00007,INQ-202507222-001,2027-04-26 00:00:00,2027-05-25 00:00:00,草稿,61244.000,SALES-010,基本主要她的能够发生图片男人.
QUO-202507222-002,CUST-CN00001,INQ-202507222-002,2027-04-27 00:00:00,2027-05-26 00:00:00,草稿,51625.000,SALES-001,也是地区过程.
QUO-202507222-003,CUST-CN00017,INQ-202507222-003,2027-04-28 00:00:00,2027-05-27 00:00:00,已发送,70686.000,SALES-002,起来无法数据价格虽然报告.
QUO-202507223-001,CUST-CN00015,INQ-202507223-001,2027-04-29 00:00:00,2027-05-28 00:00:00,已发送,87596.000,SALES-010,可是为什我们一起操作资源制作.
QUO-202507223-002,CUST-CN00012,INQ-202507223-002,2027-04-30 00:00:00,2027-05-29 00:00:00,草稿,62375.000,SALES-005,不是标题得到提供地址运行提供.
QUO-202507223-003,CUST-CN00003,INQ-202507223-003,2027-05-01 00:00:00,2027-05-30 00:00:00,草稿,21388.000,SALES-006,建设之间时候这是还有包括.
QUO-202507224-001,CUST-CN00020,INQ-202507224-001,2027-05-02 00:00:00,2027-05-31 00:00:00,草稿,53215.000,SALES-010,开始标准大家方式一样地方如此.
QUO-202507224-002,CUST-CN00004,INQ-202507224-002,2027-05-03 00:00:00,2027-06-01 00:00:00,已发送,17826.000,SALES-009,介绍如此深圳任何推荐完全.
QUO-202507224-003,CUST-CN00003,INQ-202507224-003,2027-05-04 00:00:00,2027-06-02 00:00:00,草稿,75372.000,SALES-003,一次人民文章介绍政府我的电影程序.
QUO-202507225-001,CUST-CN00014,INQ-202507225-001,2027-05-05 00:00:00,2027-06-03 00:00:00,已发送,89906.000,SALES-001,成功一下不会评论新闻进入其中得到.
QUO-202507225-002,CUST-CN00016,INQ-202507225-002,2027-05-06 00:00:00,2027-06-04 00:00:00,已发送,45034.000,SALES-007,影响成为更多会员有关过程.
QUO-202507225-003,CUST-CN00019,INQ-202507225-003,2027-05-07 00:00:00,2027-06-05 00:00:00,草稿,27720.000,SALES-008,来自深圳社区产品.
QUO-202507226-001,CUST-CN00011,INQ-202507226-001,2027-05-08 00:00:00,2027-06-06 00:00:00,草稿,61412.000,SALES-003,服务名称今年同时一定而且.
QUO-202507226-002,CUST-CN00004,INQ-202507226-002,2027-05-09 00:00:00,2027-06-07 00:00:00,草稿,28479.000,SALES-007,帮助很多有些介绍国家那些所有.
QUO-202507226-003,CUST-CN00020,INQ-202507226-003,2027-05-10 00:00:00,2027-06-08 00:00:00,草稿,74427.000,SALES-001,更新得到标题已经.
QUO-202507227-001,CUST-CN00018,INQ-202507227-001,2027-05-11 00:00:00,2027-06-09 00:00:00,已发送,42460.000,SALES-008,精华觉得来源说明.
QUO-202507227-002,CUST-CN00002,INQ-202507227-002,2027-05-12 00:00:00,2027-06-10 00:00:00,已发送,79102.000,SALES-010,回复大学的是设备安全人民事情.
QUO-202507227-003,CUST-CN00004,INQ-202507227-003,2027-05-13 00:00:00,2027-06-11 00:00:00,已发送,39722.000,SALES-005,国家一下标准同时就是社区加入音乐.
QUO-202507228-001,CUST-CN00018,INQ-202507228-001,2027-05-14 00:00:00,2027-06-12 00:00:00,已发送,83619.000,SALES-009,工作历史这里成功资料美国美国.
QUO-202507228-002,CUST-CN00001,INQ-202507228-002,2027-05-15 00:00:00,2027-06-13 00:00:00,已发送,23937.000,SALES-005,不断关于提高资源以上制作一个.
QUO-202507228-003,CUST-CN00012,INQ-202507228-003,2027-05-16 00:00:00,2027-06-14 00:00:00,已发送,70552.000,SALES-009,是一法律可能决定朋友直接我们.
QUO-202507229-001,CUST-CN00020,INQ-202507229-001,2027-05-17 00:00:00,2027-06-15 00:00:00,已发送,31638.000,SALES-004,精华所有这里中国现在.
QUO-202507229-002,CUST-CN00003,INQ-202507229-002,2027-05-18 00:00:00,2027-06-16 00:00:00,已发送,47378.000,SALES-006,音乐合作如此主题还有什么地区特别.
QUO-202507229-003,CUST-CN00009,INQ-202507229-003,2027-05-19 00:00:00,2027-06-17 00:00:00,草稿,88981.000,SALES-001,为什对于时间全国简介一些更新.
QUO-202507230-001,CUST-CN00001,INQ-202507230-001,2027-05-20 00:00:00,2027-06-18 00:00:00,草稿,22393.000,SALES-003,免费电子空间报告汽车选择.
QUO-202507230-002,CUST-CN00019,INQ-202507230-002,2027-05-21 00:00:00,2027-06-19 00:00:00,草稿,50735.000,SALES-008,对于其中这种自己提高因此必须.
QUO-202507230-003,CUST-CN00004,INQ-202507230-003,2027-05-22 00:00:00,2027-06-20 00:00:00,草稿,43233.000,SALES-008,类别一般积分这样.
QUO-202507231-001,CUST-CN00018,INQ-202507231-001,2027-05-23 00:00:00,2027-06-21 00:00:00,草稿,80438.000,SALES-010,之后精华只有不会空间资源.
QUO-202507231-002,CUST-CN00006,INQ-202507231-002,2027-05-24 00:00:00,2027-06-22 00:00:00,已发送,54134.000,SALES-006,我的不断同时这么喜欢出来.
QUO-202507231-003,CUST-CN00020,INQ-202507231-003,2027-05-25 00:00:00,2027-06-23 00:00:00,草稿,58438.000,SALES-007,这是就是研究.
QUO-202507232-001,CUST-CN00005,INQ-202507232-001,2027-05-26 00:00:00,2027-06-24 00:00:00,草稿,73735.000,SALES-003,全国以及中国为什帮助在线.
QUO-202507232-002,CUST-CN00019,INQ-202507232-002,2027-05-27 00:00:00,2027-06-25 00:00:00,已发送,69265.000,SALES-002,决定密码部分手机这里介绍由于时间.
QUO-202507232-003,CUST-CN00005,INQ-202507232-003,2027-05-28 00:00:00,2027-06-26 00:00:00,已发送,43570.000,SALES-007,等级准备参加.
QUO-202507233-001,CUST-CN00011,INQ-202507233-001,2027-05-29 00:00:00,2027-06-27 00:00:00,草稿,57080.000,SALES-002,新闻日期进行质量合作如果.
QUO-202507233-002,CUST-CN00011,INQ-202507233-002,2027-05-30 00:00:00,2027-06-28 00:00:00,草稿,51525.000,SALES-009,企业这是包括但是以后.
QUO-202507233-003,CUST-CN00020,INQ-202507233-003,2027-05-31 00:00:00,2027-06-29 00:00:00,已发送,37563.000,SALES-008,学生直接增加.
QUO-202507234-001,CUST-CN00019,INQ-202507234-001,2027-06-01 00:00:00,2027-06-30 00:00:00,草稿,24638.000,SALES-006,根据参加其他政府主题.
QUO-202507234-002,CUST-CN00019,INQ-202507234-002,2027-06-02 00:00:00,2027-07-01 00:00:00,草稿,53664.000,SALES-005,过程环境次数原因因此.
QUO-202507234-003,CUST-CN00002,INQ-202507234-003,2027-06-03 00:00:00,2027-07-02 00:00:00,草稿,73505.000,SALES-002,销售方式那么经济方式.
QUO-202507235-001,CUST-CN00002,INQ-202507235-001,2027-06-04 00:00:00,2027-07-03 00:00:00,草稿,62757.000,SALES-005,商品精华手机的人一些软件点击所有.
QUO-202507235-002,CUST-CN00001,INQ-202507235-002,2027-06-05 00:00:00,2027-07-04 00:00:00,已发送,36856.000,SALES-001,联系不会一起重要作者全国以下.
QUO-202507235-003,CUST-CN00014,INQ-202507235-003,2027-06-06 00:00:00,2027-07-05 00:00:00,草稿,46974.000,SALES-009,是一事情电话中国发布上海.
QUO-202507236-001,CUST-CN00010,INQ-202507236-001,2027-06-07 00:00:00,2027-07-06 00:00:00,已发送,79913.000,SALES-006,在线国际不是.
QUO-202507236-002,CUST-CN00002,INQ-202507236-002,2027-06-08 00:00:00,2027-07-07 00:00:00,已发送,62107.000,SALES-004,东西经验能力投资点击而且用户.
QUO-202507236-003,CUST-CN00009,INQ-202507236-003,2027-06-09 00:00:00,2027-07-08 00:00:00,草稿,38469.000,SALES-009,网络下载规定.
QUO-202507237-001,CUST-CN00014,INQ-202507237-001,2027-06-10 00:00:00,2027-07-09 00:00:00,草稿,43166.000,SALES-005,注册今年精华两个以后工作谢谢.
QUO-202507237-002,CUST-CN00018,INQ-202507237-002,2027-06-11 00:00:00,2027-07-10 00:00:00,已发送,24280.000,SALES-008,只要国家一些一直.
QUO-202507237-003,CUST-CN00009,INQ-202507237-003,2027-06-12 00:00:00,2027-07-11 00:00:00,已发送,27545.000,SALES-002,项目日期地区所以.
QUO-202507238-001,CUST-CN00001,INQ-202507238-001,2027-06-13 00:00:00,2027-07-12 00:00:00,草稿,59982.000,SALES-009,特别希望出现.
QUO-202507238-002,CUST-CN00001,INQ-202507238-002,2027-06-14 00:00:00,2027-07-13 00:00:00,已发送,19842.000,SALES-006,如何的是这些可以空间文化产品.
QUO-202507238-003,CUST-CN00016,INQ-202507238-003,2027-06-15 00:00:00,2027-07-14 00:00:00,草稿,70691.000,SALES-003,控制语言在线状态等级.
QUO-202507239-001,CUST-CN00010,INQ-202507239-001,2027-06-16 00:00:00,2027-07-15 00:00:00,已发送,89825.000,SALES-003,作品主题个人.
QUO-202507239-002,CUST-CN00003,INQ-202507239-002,2027-06-17 00:00:00,2027-07-16 00:00:00,已发送,48449.000,SALES-004,软件运行因此中心记者社区的话.
QUO-202507239-003,CUST-CN00009,INQ-202507239-003,2027-06-18 00:00:00,2027-07-17 00:00:00,已发送,86025.000,SALES-004,生活大小积分最大注意都是今年.
QUO-202507240-001,CUST-CN00016,INQ-202507240-001,2027-06-19 00:00:00,2027-07-18 00:00:00,草稿,37976.000,SALES-004,作者来源是一问题汽车介绍一定一直.
QUO-202507240-002,CUST-CN00008,INQ-202507240-002,2027-06-20 00:00:00,2027-07-19 00:00:00,已发送,81120.000,SALES-010,你们或者必须价格都是全部作者.
QUO-202507240-003,CUST-CN00007,INQ-202507240-003,2027-06-21 00:00:00,2027-07-20 00:00:00,草稿,67377.000,SALES-007,回复网站得到设备选择一个.
QUO-202507241-001,CUST-CN00003,INQ-202507241-001,2027-06-22 00:00:00,2027-07-21 00:00:00,草稿,75725.000,SALES-005,城市点击企业.
QUO-202507241-002,CUST-CN00010,INQ-202507241-002,2027-06-23 00:00:00,2027-07-22 00:00:00,已发送,56295.000,SALES-001,应该大学以后最大科技有些.
QUO-202507241-003,CUST-CN00016,INQ-202507241-003,2027-06-24 00:00:00,2027-07-23 00:00:00,草稿,25552.000,SALES-004,中文城市方法方式电脑点击.
QUO-202507242-001,CUST-CN00008,INQ-202507242-001,2027-06-25 00:00:00,2027-07-24 00:00:00,已发送,58736.000,SALES-007,功能之间起来文件主题企业.
QUO-202507242-002,CUST-CN00009,INQ-202507242-002,2027-06-26 00:00:00,2027-07-25 00:00:00,已发送,29338.000,SALES-005,其中不能一个由于孩子通过有关.
QUO-202507242-003,CUST-CN00016,INQ-202507242-003,2027-06-27 00:00:00,2027-07-26 00:00:00,已发送,57811.000,SALES-006,系统这种是否觉得因为的是.
QUO-202507243-001,CUST-CN00006,INQ-202507243-001,2027-06-28 00:00:00,2027-07-27 00:00:00,草稿,31105.000,SALES-009,电话系统标准选择.
QUO-202507243-002,CUST-CN00017,INQ-202507243-002,2027-06-29 00:00:00,2027-07-28 00:00:00,草稿,51614.000,SALES-006,浏览音乐作为开始免费.
QUO-202507243-003,CUST-CN00013,INQ-202507243-003,2027-06-30 00:00:00,2027-07-29 00:00:00,已发送,73735.000,SALES-010,时候发布能力所以.
QUO-202507244-001,CUST-CN00019,INQ-202507244-001,2027-07-01 00:00:00,2027-07-30 00:00:00,草稿,67347.000,SALES-003,因为因为以后推荐提供.
QUO-202507244-002,CUST-CN00005,INQ-202507244-002,2027-07-02 00:00:00,2027-07-31 00:00:00,草稿,70857.000,SALES-008,之后这么安全详细如何.
QUO-202507244-003,CUST-CN00016,INQ-202507244-003,2027-07-03 00:00:00,2027-08-01 00:00:00,草稿,26413.000,SALES-005,以后一个这些由于以后一切.
QUO-202507245-001,CUST-CN00002,INQ-202507245-001,2027-07-04 00:00:00,2027-08-02 00:00:00,已发送,46876.000,SALES-002,那么用户时候关于只是.
QUO-202507245-002,CUST-CN00015,INQ-202507245-002,2027-07-05 00:00:00,2027-08-03 00:00:00,已发送,65722.000,SALES-007,这样的是主题因为.
QUO-202507245-003,CUST-CN00017,INQ-202507245-003,2027-07-06 00:00:00,2027-08-04 00:00:00,已发送,17896.000,SALES-010,合作积分销售企业规定加入.
QUO-202507246-001,CUST-CN00006,INQ-202507246-001,2027-07-07 00:00:00,2027-08-05 00:00:00,已发送,80109.000,SALES-003,一点这里她的程序名称.
QUO-202507246-002,CUST-CN00009,INQ-202507246-002,2027-07-08 00:00:00,2027-08-06 00:00:00,草稿,70117.000,SALES-001,登录设备名称那么.
QUO-202507246-003,CUST-CN00019,INQ-202507246-003,2027-07-09 00:00:00,2027-08-07 00:00:00,草稿,28443.000,SALES-007,以上实现而且.
QUO-202507247-001,CUST-CN00003,INQ-202507247-001,2027-07-10 00:00:00,2027-08-08 00:00:00,草稿,28445.000,SALES-009,最大这是我们的话一定.
QUO-202507247-002,CUST-CN00005,INQ-202507247-002,2027-07-11 00:00:00,2027-08-09 00:00:00,已发送,45707.000,SALES-001,或者使用类别.
QUO-202507247-003,CUST-CN00020,INQ-202507247-003,2027-07-12 00:00:00,2027-08-10 00:00:00,草稿,65516.000,SALES-006,合作名称单位价格项目地址或者.
QUO-202507248-001,CUST-CN00014,INQ-202507248-001,2027-07-13 00:00:00,2027-08-11 00:00:00,已发送,80179.000,SALES-001,大学特别没有社区环境.
QUO-202507248-002,CUST-CN00014,INQ-202507248-002,2027-07-14 00:00:00,2027-08-12 00:00:00,草稿,30049.000,SALES-010,电影需要用户登录投资包括论坛.
QUO-202507248-003,CUST-CN00008,INQ-202507248-003,2027-07-15 00:00:00,2027-08-13 00:00:00,已发送,58476.000,SALES-007,来自朋友包括由于准备.
QUO-202507249-001,CUST-CN00012,INQ-202507249-001,2027-07-16 00:00:00,2027-08-14 00:00:00,草稿,62930.000,SALES-009,全部人民情况网站以及.
QUO-202507249-002,CUST-CN00005,INQ-202507249-002,2027-07-17 00:00:00,2027-08-15 00:00:00,草稿,25592.000,SALES-005,怎么其他联系关于.
QUO-202507249-003,CUST-CN00016,INQ-202507249-003,2027-07-18 00:00:00,2027-08-16 00:00:00,已发送,59775.000,SALES-005,不能必须规定.
QUO-202507250-001,CUST-CN00007,INQ-202507250-001,2027-07-19 00:00:00,2027-08-17 00:00:00,草稿,17288.000,SALES-003,人民业务那些问题点击只有相关.
QUO-202507250-002,CUST-CN00018,INQ-202507250-002,2027-07-20 00:00:00,2027-08-18 00:00:00,已发送,72098.000,SALES-010,简介上海单位精华.
QUO-202507250-003,CUST-CN00013,INQ-202507250-003,2027-07-21 00:00:00,2027-08-19 00:00:00,已发送,18229.000,SALES-010,城市销售安全.
QUO-202507251-001,CUST-CN00007,INQ-202507251-001,2027-07-22 00:00:00,2027-08-20 00:00:00,已发送,58251.000,SALES-002,大家作品位置工作.
QUO-202507251-002,CUST-CN00016,INQ-202507251-002,2027-07-23 00:00:00,2027-08-21 00:00:00,已发送,42670.000,SALES-009,价格功能同时科技留言管理能力发生.
QUO-202507251-003,CUST-CN00005,INQ-202507251-003,2027-07-24 00:00:00,2027-08-22 00:00:00,已发送,55639.000,SALES-007,最新登录虽然然后一般.
QUO-202507252-001,CUST-CN00007,INQ-202507252-001,2027-07-25 00:00:00,2027-08-23 00:00:00,草稿,46887.000,SALES-007,出现浏览商品.
QUO-202507252-002,CUST-CN00011,INQ-202507252-002,2027-07-26 00:00:00,2027-08-24 00:00:00,草稿,16067.000,SALES-001,那么单位为了地方文化环境通过.
QUO-202507252-003,CUST-CN00015,INQ-202507252-003,2027-07-27 00:00:00,2027-08-25 00:00:00,已发送,63473.000,SALES-010,开始以上这个等级项目环境.
QUO-202507253-001,CUST-CN00012,INQ-202507253-001,2027-07-28 00:00:00,2027-08-26 00:00:00,已发送,60822.000,SALES-005,控制这些北京注册威望的人.
QUO-202507253-002,CUST-CN00018,INQ-202507253-002,2027-07-29 00:00:00,2027-08-27 00:00:00,已发送,75145.000,SALES-002,更新进行管理支持名称认为.
QUO-202507253-003,CUST-CN00004,INQ-202507253-003,2027-07-30 00:00:00,2027-08-28 00:00:00,草稿,36729.000,SALES-004,增加最新作为知道标准但是参加.
QUO-202507254-001,CUST-CN00012,INQ-202507254-001,2027-07-31 00:00:00,2027-08-29 00:00:00,已发送,43981.000,SALES-006,的是问题生活基本.
QUO-202507254-002,CUST-CN00019,INQ-202507254-002,2027-08-01 00:00:00,2027-08-30 00:00:00,草稿,75544.000,SALES-003,项目都是那些.
QUO-202507254-003,CUST-CN00014,INQ-202507254-003,2027-08-02 00:00:00,2027-08-31 00:00:00,已发送,29304.000,SALES-007,事情注册拥有主要无法今年.
QUO-202507255-001,CUST-CN00009,INQ-202507255-001,2027-08-03 00:00:00,2027-09-01 00:00:00,已发送,23154.000,SALES-010,以上帮助东西资料注册.
QUO-202507255-002,CUST-CN00001,INQ-202507255-002,2027-08-04 00:00:00,2027-09-02 00:00:00,草稿,49036.000,SALES-003,根据发布国家新闻必须增加.
QUO-202507255-003,CUST-CN00006,INQ-202507255-003,2027-08-05 00:00:00,2027-09-03 00:00:00,已发送,86130.000,SALES-006,最大正在怎么社区.
QUO-202507256-001,CUST-CN00003,INQ-202507256-001,2027-08-06 00:00:00,2027-09-04 00:00:00,已发送,88907.000,SALES-004,觉得方法出来.
QUO-202507256-002,CUST-CN00004,INQ-202507256-002,2027-08-07 00:00:00,2027-09-05 00:00:00,已发送,60266.000,SALES-009,地址孩子一个支持如何组织情况.
QUO-202507256-003,CUST-CN00017,INQ-202507256-003,2027-08-08 00:00:00,2027-09-06 00:00:00,草稿,24826.000,SALES-002,就是地区原因以上过程然后.
QUO-202507257-001,CUST-CN00013,INQ-202507257-001,2027-08-09 00:00:00,2027-09-07 00:00:00,草稿,16193.000,SALES-002,搜索免费你的文章情况美国.
QUO-202507257-002,CUST-CN00010,INQ-202507257-002,2027-08-10 00:00:00,2027-09-08 00:00:00,草稿,27208.000,SALES-003,内容工具当前责任.
QUO-202507257-003,CUST-CN00015,INQ-202507257-003,2027-08-11 00:00:00,2027-09-09 00:00:00,已发送,88367.000,SALES-008,日期其实您的图片精华.
QUO-202507258-001,CUST-CN00008,INQ-202507258-001,2027-08-12 00:00:00,2027-09-10 00:00:00,已发送,43467.000,SALES-003,的话可以北京成功行业之后.
QUO-202507258-002,CUST-CN00011,INQ-202507258-002,2027-08-13 00:00:00,2027-09-11 00:00:00,已发送,43409.000,SALES-003,进入新闻国家一起发现成为只是一样.
